title_word_count,has_subtitle,is_series,pages_missing,pages_filled,pub_month_missing,pub_month_1,pub_month_2,pub_month_3,pub_month_4,pub_month_5,pub_month_6,pub_month_7,pub_month_8,pub_month_9,pub_month_10,pub_month_11,pub_month_12,genre_count,genre_fantasy,genre_romance,genre_contemporary,genre_young_adult,genre_mystery,genre_thriller,genre_historical_fiction,genre_suspense,genre_science_fiction,genre_crime,genre_classics,genre_paranormal,genre_chick_lit,genre_horror,genre_books,genre_graphic_novels,genre_religion,genre_poetry,genre_history,max_author_prior_nyt_count,min_years_since_last_pub,description_missing,description_word_count,description_sentence_count
3,0,1,0,374.0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,152,9
6,0,1,0,309.0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,229,11
1,0,1,0,501.0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58,5
4,0,0,0,324.0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,138,6
5,0,0,0,313.0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,88,3
2,0,0,0,366.0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,154,9
5,0,0,0,277.0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,285,15
3,0,1,0,736.0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,105,6
3,0,0,0,371.0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116,5
1,0,1,0,487.0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,224,10
6,0,1,0,465.0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,105,7
2,0,1,0,391.0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,176,15
7,0,1,0,435.0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,212,13
1,0,1,0,390.0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,101,9
8,0,1,0,870.0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,145,7
3,0,0,0,372.0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,4
7,0,1,0,341.0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,143,8
7,0,1,0,734.0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,122,7
6,0,1,0,759.0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,98,9
4,0,1,0,489.0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,147,6
6,0,1,0,652.0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,148,11
4,0,0,0,182.0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,134,7
2,0,0,0,415.0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,320,16
2,0,0,0,451.0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,319,18
4,0,0,0,103.0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,131,4
4,0,0,0,503.0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86,3
4,0,1,0,356.0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,162,8
2,0,1,0,208.0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,33,2
7,0,1,0,206.0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,118,7
4,0,0,0,500.0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,219,8
4,0,1,0,835.0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,300,17
3,0,1,0,375.0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,5
3,0,0,0,460.0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58,3
3,0,0,0,335.0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,8
3,0,0,0,552.0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,178,12
2,0,1,0,563.0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,283,17
4,0,0,0,176.0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,0,271,14
3,0,1,0,485.0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,179,10
1,0,1,0,629.0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,185,11
1,0,1,0,503.0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,10
6,0,1,0,193.0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,162,2
3,0,0,0,288.0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,73,2
2,0,1,0,756.0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,285,18
5,0,0,0,302.0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,124,5
2,0,0,0,184.0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,158,16
9,0,0,0,226.0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,142,9
5,0,0,0,325.0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,132,12
3,0,1,0,399.0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,98,5
3,0,0,0,423.0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,156,7
1,0,0,0,275.0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,61,2
4,0,0,0,1037.0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,1
4,0,0,0,372.0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,149,5
6,0,0,0,213.0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,202,14
1,0,1,0,525.0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,184,7
2,0,1,0,324.0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,255,16
2,0,1,0,659.0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2,0,86,5
2,0,1,0,620.0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,109,6
3,0,0,0,221.0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,11
3,0,1,0,288.0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,196,13
1,0,1,0,233.0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,142,9
4,0,1,0,432.0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,316,13
3,0,0,0,93.0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,124,5
3,0,0,0,64.0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,123,8
4,0,0,0,515.0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20,0,146,9
2,0,0,0,305.0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,105,6
3,0,0,0,456.0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,154,22
2,0,0,0,192.0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,213,9
3,0,1,0,384.0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109,15
5,0,0,0,417.0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,44,2
3,0,1,0,579.0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,159,9
6,0,1,0,503.0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,118,6
3,0,1,0,532.0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,124,5
3,0,0,0,546.0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,5,0,86,3
5,0,0,0,37.0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,42,3
2,0,0,0,241.0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,1,0,177,10
1,0,1,0,526.0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,165,8
4,0,1,0,368.0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,138,9
4,0,1,0,969.0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,257,17
4,0,0,0,401.0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,200,12
1,0,0,0,453.0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89,6
1,0,0,0,529.0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,110,3
4,0,0,0,288.0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,177,8
3,0,0,0,314.0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,13,0,146,6
6,0,1,0,294.0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,149,13
1,0,0,0,331.0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,94,3
12,1,1,0,406.0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,215,11
2,0,1,0,76.0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,31,2
6,0,0,0,325.0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120,4
6,0,0,0,96.0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,12,0,55,1
4,0,0,0,479.0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,186,5
7,0,0,0,196.0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,167,8
3,0,1,0,541.0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,202,7
4,0,1,0,1177.0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,216,12
6,0,0,0,383.0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,112,5
1,0,1,0,850.0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,6
6,0,1,0,352.0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,158,10
7,0,1,0,566.0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,154,8
2,0,0,0,384.0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,158,8
5,0,1,0,976.0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,4,0,271,10
6,0,0,0,531.0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,7
2,0,0,0,556.0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,163,9
2,0,0,0,771.0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,177,8
5,0,0,0,233.0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,158,8
3,0,1,0,201.0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,12
3,0,0,0,324.0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,148,7
4,0,1,0,279.0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,101,3
2,0,0,0,276.0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,0,141,8
3,0,1,0,453.0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,228,10
3,0,1,0,322.0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,17,0,93,6
2,0,1,0,322.0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,145,7
4,0,0,0,62.0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,139,13
5,0,1,0,176.0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,42,4
5,0,1,0,361.0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112,5
2,0,0,0,123.0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44,2
3,0,1,0,553.0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,289,18
3,0,0,0,328.0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,109,7
4,0,1,0,1061.0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,145,7
1,0,1,0,369.0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119,9
2,0,1,0,635.0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,131,7
2,0,0,0,1153.0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,72,3
3,0,0,0,390.0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,148,6
2,0,0,0,510.0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,118,9
3,0,1,0,381.0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,136,6
1,0,0,0,1116.0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,10,1,0,85,6
3,0,0,0,294.0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,85,3
2,0,1,0,563.0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,116,5
2,0,1,0,481.0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,131,7
1,0,0,0,240.0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,215,12
3,0,0,0,391.0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,10
4,0,1,0,661.0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,14,0,158,5
1,0,1,0,425.0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,117,7
4,0,1,0,1125.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,259,12
5,0,1,0,1216.0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,221,7
1,0,0,0,416.0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,94,3
5,0,1,0,662.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,3
